Year,Month,Day,Hour,Clearness_Index,Irradiation,Temperature,RH,Pressure,Wind_ Speed,Precipitiation,Wind_Direction
2017,10,7,4,-999,0,23.16,93.06,98.79,2.09,0.03,249
2017,10,7,5,0.21,4.88,23.06,93.51,98.85,1.93,0.02,248.4
2017,10,7,6,0.39,117.22,23.73,90.04,98.93,2.4,0.02,249.8
2017,10,7,7,0.53,329.83,25.18,82.12,98.99,2.88,0.01,251.4
2017,10,7,8,0.61,548.5,27.21,71.1,99.03,2.99,0.02,249.3
2017,10,7,9,0.64,719.25,29.01,62.42,99.03,2.67,0.05,235.5
2017,10,7,10,0.66,822.12,30.37,57.36,98.96,2.45,0.33,217.4
2017,10,7,11,0.65,849.53,31.31,54.57,98.84,2.32,0.42,204.1
2017,10,7,12,0.56,702.78,32.03,52.75,98.72,2.23,0.67,194.5
2017,10,7,13,0.52,591.58,32.43,51.8,98.6,2.15,0.61,187.5
2017,10,7,14,0.51,477.33,32.41,51.88,98.53,2.11,0.52,177
2017,10,7,15,0.47,312.08,31.95,53.77,98.52,2.31,0.35,161.9
2017,10,7,16,0.38,130.25,30.91,59.87,98.56,2.48,0.64,150.9
2017,10,7,17,0.22,9.27,28.75,73.33,98.62,2.33,0.45,144.1
2017,10,7,18,-999,0,27.51,77.61,98.7,2.67,0.65,140.8
2017,10,7,19,-999,0,26.91,80.02,98.78,3.07,0.93,143.2
2017,10,7,20,-999,0,26.38,83.29,98.85,3.26,1.18,147.9
2017,10,7,21,-999,0,25.91,86.82,98.87,3.06,1.15,152.1
2017,10,7,22,-999,0,25.52,89.45,98.85,2.97,0.92,156.4
2017,10,7,23,-999,0,25.15,91.44,98.81,2.92,0.73,163.1
2017,10,8,0,-999,0,24.77,93.27,98.73,2.77,0.74,170.2
2017,10,8,1,-999,0,24.37,95.06,98.67,2.49,0.7,176.6
2017,10,8,2,-999,0,23.99,96.42,98.62,2.15,0.94,182.1
2017,10,8,3,-999,0,23.72,97.11,98.62,1.88,0.84,186.4
2017,10,8,4,-999,0,23.49,97.64,98.66,1.69,0.84,190.9
2017,10,8,5,0.25,5.88,23.31,97.91,98.73,1.56,0.81,199.1
2017,10,8,6,0.38,114.05,24.33,94,98.82,1.94,0.55,212.8
2017,10,8,7,0.53,326.08,25.9,86.83,98.88,2.55,1.78,238.3
2017,10,8,8,0.62,554.58,27.84,77.41,98.9,2.94,0.96,254
2017,10,8,9,0.68,754.22,29.43,69.97,98.89,2.62,1.3,258.8
2017,10,8,10,0.7,881.78,30.5,65.37,98.83,2.25,1.76,261.6
2017,10,8,11,0.72,932.72,31.47,61.66,98.73,2,1.95,263.7
2017,10,8,12,0.65,820.03,32.13,59.08,98.63,1.78,2.27,264.8
2017,10,8,13,0.62,707.25,32.27,57.96,98.56,1.58,2.3,262.4
2017,10,8,14,0.56,524.03,32.03,58.11,98.51,1.33,2.31,252
2017,10,8,15,0.48,314.65,31.68,59.26,98.49,1.04,2.28,232
2017,10,8,16,0.36,120.7,31.18,62.52,98.52,0.91,2.23,202
2017,10,8,17,0.19,7.72,29.77,71.99,98.58,0.98,2.38,175.9
2017,10,8,18,-999,0,28.68,76.61,98.66,1.26,2.98,160.6
2017,10,8,19,-999,0,27.96,79.99,98.74,1.54,3.44,154.3
2017,10,8,20,-999,0,27.36,83.54,98.81,1.69,3.77,153.7
2017,10,8,21,-999,0,26.95,86.7,98.85,1.71,4.53,157.6
2017,10,8,22,-999,0,26.59,88.9,98.84,1.54,4.66,166.9
2017,10,8,23,-999,0,26.24,90.94,98.79,1.2,4.17,189.1
2017,10,9,0,-999,0,25.74,93.89,98.72,1.06,3.99,220.4
2017,10,9,1,-999,0,25.37,94.85,98.66,1.16,3.62,245
2017,10,9,2,-999,0,25.04,95.38,98.62,1.4,2.4,263
2017,10,9,3,-999,0,24.76,95.75,98.62,1.66,1.28,272.4
2017,10,9,4,-999,0,24.53,96.05,98.65,1.88,0.92,274.3
2017,10,9,5,0.21,5.03,24.31,96.34,98.69,1.93,0.6,272.1
2017,10,9,6,0.39,115.1,24.62,94.59,98.76,2.75,0.3,277.3
2017,10,9,7,0.54,335.33,25.42,90.68,98.88,3.63,0.19,290.3
2017,10,9,8,0.62,555.55,26.88,81.61,98.95,3.99,0.42,294.4
2017,10,9,9,0.67,743.7,28.61,71.58,98.94,3.8,0.75,292
2017,10,9,10,0.7,873.17,29.92,65.84,98.86,3.26,1.05,286.4
2017,10,9,11,0.69,899.65,30.68,63.21,98.75,2.73,2.07,281.6
2017,10,9,12,0.66,827.47,31.06,61.99,98.63,2.3,3.85,276.2
2017,10,9,13,0.64,730.6,31.17,61.88,98.54,1.93,6.34,268.5
2017,10,9,14,0.52,478.5,31.04,62.37,98.48,1.57,3.96,253.8
2017,10,9,15,0.47,306.42,30.74,65.33,98.47,1.22,2.73,231.3
2017,10,9,16,0.37,121.97,30.2,67.19,98.5,1.2,1.72,212.1
2017,10,9,17,0.22,8.57,28.96,77.9,98.56,1.16,1.33,193
2017,10,9,18,-999,0,28.09,81.46,98.63,1.39,1.22,181.2
2017,10,9,19,-999,0,27.53,84.07,98.71,1.59,1.42,175.3
2017,10,9,20,-999,0,27.06,86.03,98.78,1.69,1.77,178
2017,10,9,21,-999,0,26.62,87.95,98.79,1.75,2.43,189.2
2017,10,9,22,-999,0,26.18,89.73,98.76,1.8,2.62,201.9
2017,10,9,23,-999,0,25.79,91.26,98.7,1.8,2.31,215.7
2017,10,10,0,-999,0,25.43,92.59,98.64,1.79,1.91,233.4
2017,10,10,1,-999,0,25.13,93.42,98.58,1.91,1.27,250.1
2017,10,10,2,-999,0,24.88,94.16,98.55,2.02,0.79,263.5
2017,10,10,3,-999,0,24.67,94.9,98.55,2.05,0.46,273.3
2017,10,10,4,-999,0,24.47,95.78,98.59,1.82,0.41,281.4
2017,10,10,5,0.2,4.72,24.32,96.3,98.65,1.7,0.47,291
2017,10,10,6,0.36,106.65,24.81,94.35,98.75,2.46,1.09,301.7
2017,10,10,7,0.52,324.08,25.56,91.51,98.85,3.28,2.06,306.5
2017,10,10,8,0.61,549.95,26.8,85.13,98.9,3.57,7.05,305.3
2017,10,10,9,0.68,751.47,28.06,77.48,98.89,3.68,4.63,300.8
2017,10,10,10,0.66,830.9,29.13,71.38,98.82,3.38,3.4,292.6
2017,10,10,11,0.66,858,30.05,67.14,98.7,2.97,5.04,279.5
2017,10,10,12,0.65,819.78,30.6,64.74,98.59,2.76,5.34,267.3
2017,10,10,13,0.63,713.4,30.77,63.95,98.5,2.77,5.98,259.4
2017,10,10,14,0.6,550.4,30.54,64.8,98.46,2.73,6.34,256.4
2017,10,10,15,0.51,331.33,30.01,68.91,98.45,2.22,9.66,253.3
2017,10,10,16,0.4,133.07,29.33,72.29,98.49,2,12.38,250.4
2017,10,10,17,0.22,8.25,28.08,82.74,98.55,1.49,12.12,243.8
2017,10,10,18,-999,0,27.46,84.94,98.64,1.46,14.29,235.9
2017,10,10,19,-999,0,27.19,85.5,98.72,1.46,12.16,223.6
2017,10,10,20,-999,0,26.89,86.63,98.77,1.49,11.68,213.5
2017,10,10,21,-999,0,26.55,88.02,98.77,1.49,14.36,205
2017,10,10,22,-999,0,26.15,89.78,98.74,1.57,14.08,197.9
2017,10,10,23,-999,0,25.75,91.55,98.68,1.7,15.58,195
2017,10,11,0,-999,0,25.47,92.89,98.63,1.74,14.94,194
2017,10,11,1,-999,0,25.3,94.03,98.58,1.67,11.79,199.6
2017,10,11,2,-999,0,25.11,94.83,98.56,1.57,11.74,207.4
2017,10,11,3,-999,0,24.97,95.11,98.58,1.48,12.02,212.8
2017,10,11,4,-999,0,24.81,95.53,98.63,1.48,14.67,212.3
2017,10,11,5,0.19,4.47,24.72,95.53,98.72,1.44,20.59,209.1
2017,10,11,6,0.33,99.35,24.97,94.69,98.81,1.53,22.63,203.5
2017,10,11,7,0.45,276.6,25.41,92.18,98.89,2.25,16.55,189.7
2017,10,11,8,0.53,473.7,26.02,88.53,98.94,3.21,1.5,180.9
2017,10,11,9,0.57,631.9,26.61,83.27,98.99,4.23,1.5,182
2017,10,11,10,0.63,792.33,27.33,76.9,98.98,5.08,1.77,186.9
2017,10,11,11,0.67,869.92,27.96,70.42,98.93,5.66,2.16,192.2
2017,10,11,12,0.67,837.12,28.29,66.37,98.89,5.74,2.25,198.2
2017,10,11,13,0.6,676.03,28.28,64.5,98.82,5.43,2.12,206
2017,10,11,14,0.51,466.88,28.1,64.23,98.75,4.85,2.03,214.5
2017,10,11,15,0.42,269.12,27.67,66.77,98.72,4.13,1.89,220.5
2017,10,11,16,0.31,100.95,26.81,74.12,98.75,2.94,1.89,222.1
2017,10,11,17,0.14,5,25.32,84.98,98.79,1.95,1.96,217.9
2017,10,11,18,-999,0,24.54,88.34,98.87,1.85,2.47,211.5
2017,10,11,19,-999,0,24.34,89.27,98.95,1.67,3.26,208.6
2017,10,11,20,-999,0,24.21,89.57,99.02,1.47,3.49,209.4
2017,10,11,21,-999,0,24.16,88.56,99.03,1.26,3.16,215.3
2017,10,11,22,-999,0,24.13,87.04,99.02,1.08,3.07,231.8
2017,10,11,23,-999,0,24,86.37,98.96,1.03,3.44,256.5
2017,10,12,0,-999,0,23.63,88.25,98.89,1.18,4.3,281.2
2017,10,12,1,-999,0,23.15,91.16,98.82,1.44,5.89,293.7
2017,10,12,2,-999,0,22.8,92.92,98.79,1.66,9.13,297.6
2017,10,12,3,-999,0,22.58,93.77,98.79,1.79,14.03,295.8
2017,10,12,4,-999,0,22.37,94.6,98.82,1.87,18.46,290.4
2017,10,12,5,0.1,2.3,22.21,95.29,98.88,1.92,17.53,286.6
2017,10,12,6,0.14,40.62,23.52,92.26,98.93,2.41,13.19,287.2
2017,10,12,7,0.18,112.45,25.38,85.55,98.97,2.74,10.66,285.9
2017,10,12,8,0.27,243.7,28.03,71.58,99,3.05,4.67,279.8
2017,10,12,9,0.34,373.38,29.88,62.43,99.01,3.14,4.28,275.1
2017,10,12,10,0.37,460.3,31.14,57.33,98.95,3.1,3.62,268.5
2017,10,12,11,0.43,561.75,32.05,53.75,98.85,3,2.78,263.9
2017,10,12,12,0.38,480,32.53,51.84,98.75,2.75,1.88,260
2017,10,12,13,0.38,432.62,32.66,51.11,98.68,2.43,1.19,254.7
2017,10,12,14,0.43,391.15,32.36,51.76,98.63,2.2,0.71,248.1
2017,10,12,15,0.37,235.62,31.8,53.89,98.63,1.98,0.48,239.9
2017,10,12,16,0.27,86.93,30.99,58.33,98.68,1.65,0.32,229.9
2017,10,12,17,0.17,5.8,29.25,71.59,98.74,1.39,0.1,218.6
2017,10,12,18,-999,0,28.08,77.86,98.82,1.52,0.02,207.9
2017,10,12,19,-999,0,27.31,80.05,98.9,1.76,0.02,204.1
2017,10,12,20,-999,0,26.63,81.97,98.94,1.97,0.04,205.5
2017,10,12,21,-999,0,26.13,84.16,98.96,1.99,0.06,211.5
2017,10,12,22,-999,0,25.66,86.66,98.94,1.83,0.11,224.3
2017,10,12,23,-999,0,25.22,88.92,98.9,1.74,0.16,242.7
2017,10,13,0,-999,0,24.84,90.54,98.82,1.7,0.2,258.8
2017,10,13,1,-999,0,24.49,91.75,98.77,1.72,0.31,269.3
2017,10,13,2,-999,0,24.19,92.71,98.73,1.78,0.33,277.1
2017,10,13,3,-999,0,23.92,93.44,98.73,1.85,0.35,282.8
2017,10,13,4,-999,0,23.66,94.24,98.75,1.82,0.29,287.5
2017,10,13,5,0.21,4.75,23.46,94.86,98.82,1.77,0.17,292.2
2017,10,13,6,0.22,65.22,24.07,91.92,98.89,2.35,0.09,296
2017,10,13,7,0.33,204.2,25.25,86.49,98.95,2.57,0.12,299.7
2017,10,13,8,0.37,335.35,27.16,76.17,99,2.81,0.84,296.8
2017,10,13,9,0.44,483.88,28.64,67.58,99,2.43,0.94,288.5
2017,10,13,10,0.45,556.72,29.63,62.24,98.94,1.87,2.38,273.1
2017,10,13,11,0.48,625.5,30.08,60.27,98.85,1.75,3.87,251.7
2017,10,13,12,0.49,611.5,30.19,59.75,98.75,1.9,5.88,239
2017,10,13,13,0.49,546.03,30.12,60.08,98.65,2.03,6.92,230.8
2017,10,13,14,0.51,467.52,29.91,61.1,98.59,2.02,6.27,225.4
2017,10,13,15,0.41,264.73,29.52,64.71,98.59,1.76,6.49,222
2017,10,13,16,0.3,97.57,28.92,66.97,98.62,1.72,6.29,220.7
2017,10,13,17,0.13,4.4,27.7,76.61,98.68,1.28,5.77,217
2017,10,13,18,-999,0,27.09,77.72,98.75,1.11,5.2,211.4
2017,10,13,19,-999,0,26.71,79.19,98.82,1.12,5.96,219.2
2017,10,13,20,-999,0,25.99,84.3,98.89,1.32,7.68,238
2017,10,13,21,-999,0,25.25,88.72,98.9,1.64,8.84,253.7
2017,10,13,22,-999,0,24.7,90.7,98.88,2,7.39,263.7
2017,10,13,23,-999,0,24.36,92.07,98.83,2.58,5.66,270.2
2017,10,14,0,-999,0,24.1,93.35,98.77,3.18,5.46,274.3
2017,10,14,1,-999,0,23.8,94.42,98.72,3.44,5.47,276
2017,10,14,2,-999,0,23.44,95.06,98.68,3.45,4.83,276.7
2017,10,14,3,-999,0,23.12,95.22,98.7,3.25,4.2,277.3
2017,10,14,4,-999,0,22.85,95.51,98.75,2.89,4.01,278.2
2017,10,14,5,0.15,3.42,22.72,95.61,98.83,2.58,3.98,278.7
2017,10,14,6,0.27,81.47,23.43,93.29,98.92,3.11,3.99,280.4
2017,10,14,7,0.39,238.77,24.63,89.89,99,3.31,4.39,280.8
2017,10,14,8,0.44,393.55,26.36,82.19,99.04,4.18,3.19,281.3
2017,10,14,9,0.43,477.15,27.7,74.39,99.06,4.83,3.58,284.9
2017,10,14,10,0.46,571.47,28.67,68.33,99,5.14,3.67,286.6
2017,10,14,11,0.39,499.02,29.29,64.71,98.91,5.23,3.2,286
2017,10,14,12,0.48,596.85,29.67,62.69,98.81,5.22,2.53,283.7
2017,10,14,13,0.42,468.38,29.83,61.84,98.73,5.1,3.12,281.2
2017,10,14,14,0.37,340.7,29.76,62.24,98.67,4.87,4.82,278.4
2017,10,14,15,0.29,187.85,29.25,65.38,98.65,4.14,6.75,276.7
2017,10,14,16,0.21,66.38,28.3,72.42,98.69,2.93,9.15,275.5
2017,10,14,17,0.18,5.62,26.76,83.95,98.73,1.95,12.25,274.1
2017,10,14,18,-999,0,25.95,87.43,98.8,1.92,13.62,269.1
2017,10,14,19,-999,0,25.68,88.63,98.88,1.9,12.7,263.4
2017,10,14,20,-999,0,25.37,90.1,98.95,1.94,12.08,260.2
2017,10,14,21,-999,0,24.98,91.21,98.98,2.17,10.49,261.5
2017,10,14,22,-999,0,24.55,91.8,98.97,2.71,8.5,265.3
2017,10,14,23,-999,0,24.14,92.33,98.92,3.33,5.9,268.6
2017,10,15,0,-999,0,23.63,93.27,98.84,3.67,2.96,271.7
2017,10,15,1,-999,0,23.18,93.91,98.77,3.68,1.09,274.7
2017,10,15,2,-999,0,22.81,94.44,98.75,3.57,0.57,277.9
2017,10,15,3,-999,0,22.58,94.78,98.78,3.37,0.66,279.9
2017,10,15,4,-999,0,22.46,95.07,98.84,3.07,0.58,280.7
2017,10,15,5,0.17,3.92,22.39,95.17,98.93,2.85,0.54,280.3
2017,10,15,6,0.2,58.33,22.92,93.2,99.04,3.34,0.64,280.2
2017,10,15,7,0.25,152.07,23.95,89.76,99.12,3.67,0.82,278.6
2017,10,15,8,0.35,312.8,25.72,80.46,99.16,4.9,0,276.4
2017,10,15,9,0.39,427.7,27.46,68.58,99.17,6.27,0,275.9
2017,10,15,10,0.5,620.47,28.54,61.4,99.11,6.64,0,274.5
2017,10,15,11,0.47,606.33,29.4,57.14,99.02,6.8,0,272.4
2017,10,15,12,0.53,666.88,30.28,54.26,98.91,6.86,0,270.2
2017,10,15,13,0.53,595,30.89,52.46,98.81,6.87,0,268.6
2017,10,15,14,0.52,474.02,30.77,52.33,98.75,6.77,0,268.2
2017,10,15,15,0.45,283.17,30.09,54.54,98.72,6.21,0,269.3
2017,10,15,16,0.36,113.4,28.79,62.14,98.74,4.57,0,271.9
2017,10,15,17,0.25,7.65,26.68,74.14,98.79,2.85,0,275.6
2017,10,15,18,-999,0,25.65,78.47,98.86,2.6,0,278.6
2017,10,15,19,-999,0,25.24,80.09,98.95,2.58,0,279.4
2017,10,15,20,-999,0,24.89,80.96,99.04,2.79,0,278.4
2017,10,15,21,-999,0,24.57,81.35,99.09,3.13,0,277
2017,10,15,22,-999,0,24.16,83.21,99.08,3.16,0,274.9
2017,10,15,23,-999,0,23.89,83.66,99.06,3.45,0,275.5
2017,10,16,0,-999,0,23.58,85.08,99.01,3.36,0,275.6
2017,10,16,1,-999,0,23.31,86.26,98.94,3.33,0,275.3
2017,10,16,2,-999,0,23.09,87.2,98.89,3.29,0,274.4
2017,10,16,3,-999,0,22.91,88.09,98.88,3.2,0.01,276.5
2017,10,16,4,-999,0,22.79,88.76,98.9,3.23,0.01,282.5
2017,10,16,5,0.18,4.07,22.74,88.96,98.95,3.38,0.01,290.6
2017,10,16,6,0.35,103.57,23.18,87.17,99.01,3.82,0.01,298
2017,10,16,7,0.45,276.98,24.63,81.55,99.07,4.32,0.01,299.8
2017,10,16,8,0.53,473.9,26.72,74.07,99.1,5.14,1.32,298.4
2017,10,16,9,0.47,518.78,28.61,67.4,99.1,5.55,0.88,296.9
2017,10,16,10,0.48,591.83,30.09,61.81,99.03,5.49,0.74,295.2
2017,10,16,11,0.49,627.78,30.8,59.07,98.93,5.22,0.72,292
2017,10,16,12,0.38,467.05,30.9,58.71,98.81,5.02,0.54,288.7
2017,10,16,13,0.27,304.65,30.71,59.5,98.72,4.92,0.4,287.3
2017,10,16,14,0.2,177.1,30.31,61.35,98.67,4.69,0.42,288.4
2017,10,16,15,0.17,105.5,29.59,65.77,98.67,3.98,0.5,291.1
2017,10,16,16,0.11,34.9,28.59,72.54,98.72,3.01,0.74,292.6
2017,10,16,17,0.11,3.17,27.03,82.86,98.8,2.01,1.21,293.5
2017,10,16,18,-999,0,26.26,86.11,98.9,1.9,1.72,292.9
2017,10,16,19,-999,0,25.84,87.85,99,1.88,2.04,290.6
2017,10,16,20,-999,0,25.4,89.43,99.08,2.05,2.14,284.4
2017,10,16,21,-999,0,24.91,90.81,99.09,2.5,1.88,277.1
2017,10,16,22,-999,0,24.47,91.51,99.05,3.24,1.56,270.9
2017,10,16,23,-999,0,24.08,92,98.99,4.07,1.34,268.2
2017,10,17,0,-999,0,23.71,92.4,98.9,4.6,1.08,269.8
2017,10,17,1,-999,0,23.38,92.89,98.82,4.69,0.86,273.7
2017,10,17,2,-999,0,23.13,93.39,98.79,4.48,0.67,277.9
2017,10,17,3,-999,0,22.94,93.75,98.8,4.2,0.43,282.2
2017,10,17,4,-999,0,22.78,93.98,98.84,3.87,0.19,286.5
2017,10,17,5,0.12,2.78,22.65,93.94,98.91,3.54,0.16,291.9
2017,10,17,6,0.17,51.45,23.09,91.82,98.99,3.92,0.34,298.5
2017,10,17,7,0.26,160.45,24.28,86.76,99.05,4.22,0.4,303.3
2017,10,17,8,0.21,188.1,26.22,75.95,99.08,5.1,0.48,306.6
2017,10,17,9,0.33,369.38,28.13,65.76,99.07,5.72,0.92,309.8
2017,10,17,10,0.32,393.8,29.76,59.23,98.98,5.72,0.86,312.6
2017,10,17,11,0.29,374.38,31.04,55.13,98.88,5.17,0.43,318.6
2017,10,17,12,0.29,357.42,31.67,52.73,98.83,4.48,0.13,332.1
2017,10,17,13,0.32,352.67,31.29,53.04,98.79,4.12,0.11,344.4
2017,10,17,14,0.28,253.48,30.72,54.81,98.76,3.71,0.06,349.4
2017,10,17,15,0.22,139.68,30.17,57.47,98.75,3.09,0.03,351.1
2017,10,17,16,0.17,53.53,29.09,62.65,98.79,2.42,0.02,350.5
2017,10,17,17,0.13,3.78,27.47,74.81,98.85,1.52,0,344.3
2017,10,17,18,-999,0,27.11,72.19,98.89,1.27,0,323.7
2017,10,17,19,-999,0,26.6,73.93,98.93,1.29,0,288
2017,10,17,20,-999,0,25.73,77.95,98.97,1.77,0,266.4
2017,10,17,21,-999,0,24.86,81.64,98.97,2.26,0,262.1
2017,10,17,22,-999,0,24.26,83.77,98.93,2.83,0,263.9
2017,10,17,23,-999,0,23.87,85.49,98.86,3.23,0,267.7
2017,10,18,0,-999,0,23.5,87.67,98.78,3.45,0,271.7
2017,10,18,1,-999,0,23.18,89.6,98.73,3.48,0,275.8
2017,10,18,2,-999,0,22.99,90.72,98.7,3.47,0,277.8
2017,10,18,3,-999,0,22.78,91.78,98.71,3.43,0,277.9
2017,10,18,4,-999,0,22.57,92.82,98.75,3.34,0,278.3
2017,10,18,5,0.2,4.45,22.41,93.5,98.81,3.36,0,279.2
2017,10,18,6,0.36,105.35,23.25,89.69,98.88,4.22,0,281.9
2017,10,18,7,0.49,298.38,25.51,79.88,98.96,4.6,0,283.3
2017,10,18,8,0.61,544.2,28.39,67.33,99.03,5.39,0,283.5
2017,10,18,9,0.65,715.45,30.58,59,99.03,5.02,0,290.5
2017,10,18,10,0.65,799.65,32.12,54.12,98.97,4.41,0,300.2
2017,10,18,11,0.62,790.1,33.06,51.4,98.87,3.97,0,312.7
2017,10,18,12,0.65,803.97,33.33,50.36,98.77,3.69,0,324
2017,10,18,13,0.65,715,33.18,50.32,98.68,3.48,0,332.1
2017,10,18,14,0.6,535.9,32.43,52.38,98.62,3.09,0,338.2
2017,10,18,15,0.5,315.4,31.51,56.82,98.6,2.41,0,347.5
2017,10,18,16,0.36,109,30.6,61.73,98.63,1.78,0,356.8
2017,10,18,17,0.19,5.15,29.13,73.69,98.68,1.14,0,12.2
2017,10,18,18,-999,0,28.59,74.3,98.75,0.85,0,32.6
2017,10,18,19,-999,0,28.25,74.39,98.82,0.55,0,54.6
2017,10,18,20,-999,0,27.69,77.28,98.88,0.26,0,76.5
2017,10,18,21,-999,0,27.04,81.04,98.92,0.06,0,270
2017,10,18,22,-999,0,26.5,83.49,98.93,0.36,0,279.7
2017,10,18,23,-999,0,25.96,86.16,98.89,0.68,0,281.8
2017,10,19,0,-999,0,25.47,88.12,98.83,1.17,0,279.9
2017,10,19,1,-999,0,25.08,88.96,98.76,1.72,0,276.7
2017,10,19,2,-999,0,24.76,89.79,98.73,2.07,0,273.6
2017,10,19,3,-999,0,24.52,90.63,98.72,2.12,0,273.2
2017,10,19,4,-999,0,24.34,91.24,98.76,2.08,0,274.1
2017,10,19,5,0.19,4.2,24.22,91.46,98.83,2.06,0,273.3
2017,10,19,6,0.33,97.9,24.84,87.9,98.92,2.7,0,272.3
2017,10,19,7,0.43,265.05,26.06,81.72,98.98,3.15,0,271.6
2017,10,19,8,0.55,487.58,27.8,72.9,99.03,3.36,0,270
2017,10,19,9,0.67,736.72,29.33,65.5,99.06,3.09,0,268.7
2017,10,19,10,0.7,866.38,30.43,60.85,99.01,2.64,0,268.7
2017,10,19,11,0.71,908.25,31.23,57.54,98.92,2.29,0,269.7
2017,10,19,12,0.68,838.53,31.94,54.84,98.8,2.09,0,269.5
2017,10,19,13,0.63,691.38,32.41,53,98.7,2.15,0,266
2017,10,19,14,0.6,539.12,32.44,52.68,98.63,2.23,0,261.2
2017,10,19,15,0.49,306.67,32,54.33,98.62,1.81,0,257.9
2017,10,19,16,0.35,107.68,31.27,58.22,98.67,1.33,0,249.2
2017,10,19,17,0.18,4.75,29.71,67.82,98.73,0.99,0,229.5
2017,10,19,18,-999,0,28.62,73.2,98.81,1.19,0,204.4
2017,10,19,19,-999,0,27.95,75.16,98.88,1.54,0,199.4
2017,10,19,20,-999,0,27.48,76,98.96,1.64,0,201.1
2017,10,19,21,-999,0,26.98,78.38,98.99,1.69,0,207.5
2017,10,19,22,-999,0,26.37,81.96,98.99,1.82,0,217.6
2017,10,19,23,-999,0,25.82,84.74,98.96,1.92,0,229.9
2017,10,20,0,-999,0,25.36,86.5,98.9,1.97,0,244.5
2017,10,20,1,-999,0,25,87.44,98.84,2.05,0,259
2017,10,20,2,-999,0,24.66,88.86,98.82,2.08,0,267
2017,10,20,3,-999,0,24.34,90.57,98.81,2.04,0,269.4
2017,10,20,4,-999,0,24.04,92.25,98.84,1.99,0,269.4
2017,10,20,5,0.2,4.43,23.8,93.66,98.92,1.9,0,267.9
2017,10,20,6,0.36,106.65,24.58,90.12,99.01,2.63,0,265.2
2017,10,20,7,0.52,317.1,26.06,83.38,99.1,3.01,0,262
2017,10,20,8,0.62,546.03,27.9,74.68,99.15,3.39,0.04,260.7
2017,10,20,9,0.68,749.15,29.56,67.12,99.15,3.29,0.17,257.5
2017,10,20,10,0.7,863.15,30.8,62.47,99.09,2.94,0.51,254
2017,10,20,11,0.68,869.1,31.5,60.07,98.98,2.63,0.62,251.2
2017,10,20,12,0.62,768.38,31.9,58.46,98.87,2.47,0.52,246.6
2017,10,20,13,0.51,567.4,32.05,57.46,98.8,2.52,0.5,239.8
2017,10,20,14,0.51,453.2,31.88,57.63,98.75,2.68,0.34,231.5
2017,10,20,15,0.42,258.17,31.25,59.8,98.76,2.83,0.25,223.9
2017,10,20,16,0.3,91.53,30.28,65.46,98.8,2.41,0.26,218.4
2017,10,20,17,0.17,4.32,28.64,77.3,98.86,1.81,0.25,208.4
2017,10,20,18,-999,0,27.81,80.86,98.94,1.82,0.31,192.1
2017,10,20,19,-999,0,27.34,82.16,99.03,2.06,0.49,179.7
2017,10,20,20,-999,0,26.87,84.08,99.1,2.27,0.74,176.2
2017,10,20,21,-999,0,26.45,86.29,99.12,2.45,1.02,180
2017,10,20,22,-999,0,26.05,88.72,99.12,2.37,1.51,188
2017,10,20,23,-999,0,25.62,91.01,99.08,2.2,1.76,202.7
2017,10,21,0,-999,0,25.21,92.57,99.01,2.15,1.87,222.4
2017,10,21,1,-999,0,24.88,93.59,98.94,2.23,2.03,239.9
2017,10,21,2,-999,0,24.52,94.75,98.91,2.17,2,251.7
2017,10,21,3,-999,0,24.17,95.85,98.93,1.93,1.81,260.8
2017,10,21,4,-999,0,23.86,96.71,99,1.74,1.54,266.4
2017,10,21,5,0.17,3.8,23.63,97.02,99.08,1.69,1.24,269
2017,10,21,6,0.25,72.38,24.45,93.56,99.17,2.17,0.94,271.6
2017,10,21,7,0.35,216.05,25.97,86.52,99.25,2.63,0.85,269.3
2017,10,21,8,0.43,380.73,28.17,75.26,99.3,3.22,5.61,258.7
2017,10,21,9,0.53,579.65,29.96,67.01,99.29,3.61,6.01,244.6
2017,10,21,10,0.59,728.88,30.92,62.96,99.21,3.89,6.83,234.8
2017,10,21,11,0.59,757.55,31.52,60.21,99.11,4.13,7.79,228.9
2017,10,21,12,0.5,619.85,31.84,58.23,98.99,4.26,9.56,224.9
2017,10,21,13,0.35,388.73,31.7,57.85,98.91,4.27,10.66,221.7
2017,10,21,14,0.29,262.17,31.25,59.04,98.85,4.05,10.22,218.3
2017,10,21,15,0.15,94.47,30.47,63.04,98.84,3.53,9.42,213
2017,10,21,16,0.1,30.95,29.4,70.28,98.88,2.83,11.46,204.2
2017,10,21,17,0.06,1.5,27.71,81.96,98.94,2.21,10.62,197.1
2017,10,21,18,-999,0,26.74,86.7,99.03,2.33,9.46,194.4
2017,10,21,19,-999,0,26.24,88.46,99.12,2.67,8.93,196.1
2017,10,21,20,-999,0,25.84,89.62,99.19,3.28,6.22,200.5
2017,10,21,21,-999,0,25.46,91.19,99.21,3.4,5.73,206
2017,10,21,22,-999,0,25.15,92.67,99.19,3.25,5.9,212.6
2017,10,21,23,-999,0,24.94,93.21,99.15,3.13,5.21,221.1
2017,10,22,0,-999,0,24.72,94.08,99.08,2.81,4.33,229.3
2017,10,22,1,-999,0,24.46,95.04,99.02,2.44,3.65,237
2017,10,22,2,-999,0,24.2,96.03,98.98,2.06,1.94,241.3
