-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2020 through 12/31/2024 in LST
Location: Latitude  34.15   Longitude 77.58 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 4532.61 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (Wh/m^2) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,T2M,RH2M,WS10M
2024,1,27,16,83.4,226.62,51.8,-8.08,34.7,2.59
2024,1,27,17,0.0,0.0,0.0,-9.83,49.73,1.36
2024,1,27,18,0.0,0.0,0.0,-10.2,44.1,1.07
2024,1,27,19,0.0,0.0,0.0,-10.7,44.6,1.08
2024,1,27,20,0.0,0.0,0.0,-11.08,46.15,1.06
2024,1,27,21,0.0,0.0,0.0,-11.55,48.98,1.22
2024,1,27,22,0.0,0.0,0.0,-12.19,52.74,1.49
2024,1,27,23,0.0,0.0,0.0,-12.79,56.58,1.69
2024,1,28,0,0.0,0.0,0.0,-13.2,61.58,1.82
2024,1,28,1,0.0,0.0,0.0,-13.51,67.75,1.9
2024,1,28,2,0.0,0.0,0.0,-13.91,72.77,1.92
2024,1,28,3,0.0,0.0,0.0,-14.24,77.61,1.89
2024,1,28,4,0.0,0.0,0.0,-14.29,80.62,1.85
2024,1,28,5,0.0,0.0,0.0,-14.4,84.14,1.83
2024,1,28,6,0.0,0.0,0.0,-14.56,87.61,1.83
2024,1,28,7,67.75,176.53,44.96,-13.58,82.11,2.28
2024,1,28,8,245.9,441.1,123.6,-11.63,72.58,2.77
2024,1,28,9,391.08,606.99,154.72,-8.38,60.33,2.94
2024,1,28,10,497.08,454.38,271.26,-5.97,51.18,3.63
2024,1,28,11,525.95,595.17,249.52,-4.83,46.14,4.52
2024,1,28,12,483.1,254.61,300.23,-4.31,43.65,5.09
2024,1,28,13,426.75,55.17,354.93,-4.28,44.16,5.32
2024,1,28,14,329.48,48.68,282.96,-4.47,44.42,5.04
2024,1,28,15,199.75,68.63,179.94,-5.1,46.15,4.41
2024,1,28,16,57.7,49.63,55.04,-6.33,53.9,3.18
2024,1,28,17,0.0,0.0,0.0,-7.58,70.24,1.49
2024,1,28,18,0.0,0.0,0.0,-8.28,76.88,1.32
2024,1,28,19,0.0,0.0,0.0,-8.87,81.33,1.42
2024,1,28,20,0.0,0.0,0.0,-9.36,84.58,1.68
2024,1,28,21,0.0,0.0,0.0,-9.83,86.39,1.88
2024,1,28,22,0.0,0.0,0.0,-10.21,87.84,1.97
2024,1,28,23,0.0,0.0,0.0,-10.36,88.21,2.05
2024,1,29,0,0.0,0.0,0.0,-10.42,88.6,2.12
2024,1,29,1,0.0,0.0,0.0,-10.53,88.68,2.4
2024,1,29,2,0.0,0.0,0.0,-10.7,86.95,2.47
2024,1,29,3,0.0,0.0,0.0,-11.47,89.08,2.42
2024,1,29,4,0.0,0.0,0.0,-11.71,89.4,2.18
2024,1,29,5,0.0,0.0,0.0,-11.98,90.81,2.04
2024,1,29,6,0.0,0.0,0.0,-12.51,94.43,2.14
2024,1,29,7,50.38,71.41,45.48,-11.42,86.06,2.37
2024,1,29,8,157.73,108.68,128.78,-9.22,66.77,3.93
2024,1,29,9,304.08,139.16,233.95,-7.65,49.13,5.31
2024,1,29,10,361.08,173.18,264.94,-6.6,40.57,6.35
2024,1,29,11,451.05,974.86,246.0,-5.69,37.47,7.1
2024,1,29,12,326.95,75.15,228.52,-5.07,35.72,8.04
2024,1,29,13,201.02,371.62,126.74,-4.93,34.8,8.87
2024,1,29,14,111.25,33.29,96.9,-5.49,34.58,8.87
2024,1,29,15,107.93,28.39,93.05,-6.5,35.62,7.96
2024,1,29,16,65.57,71.7,55.22,-7.78,38.65,6.53
2024,1,29,17,0.0,0.0,0.0,-8.76,43.43,5.18
2024,1,29,18,0.0,0.0,0.0,-9.45,46.88,4.44
2024,1,29,19,0.0,0.0,0.0,-10.38,50.2,3.77
2024,1,29,20,0.0,0.0,0.0,-11.27,53.16,3.42
2024,1,29,21,0.0,0.0,0.0,-12.61,58.16,3.24
2024,1,29,22,0.0,0.0,0.0,-13.89,64.34,3.17
2024,1,29,23,0.0,0.0,0.0,-14.87,70.38,2.86
2024,1,30,0,0.0,0.0,0.0,-15.57,76.86,2.59
2024,1,30,1,0.0,0.0,0.0,-16.07,83.61,2.32
2024,1,30,2,0.0,0.0,0.0,-16.45,89.16,2.09
2024,1,30,3,0.0,0.0,0.0,-16.86,93.3,1.99
2024,1,30,4,0.0,0.0,0.0,-17.17,96.06,1.86
2024,1,30,5,0.0,0.0,0.0,-17.56,98.24,1.84
2024,1,30,6,0.0,0.0,0.0,-18.15,100.0,2.06
2024,1,30,7,46.42,0.0,44.69,-16.31,86.15,2.26
2024,1,30,8,161.2,0.0,161.89,-13.57,60.96,3.06
2024,1,30,9,211.82,51.66,187.13,-11.43,44.92,3.9
2024,1,30,10,317.65,29.2,271.66,-9.79,40.19,5.21
2024,1,30,11,306.65,17.57,260.61,-8.47,38.55,6.22
2024,1,30,12,298.77,0.25,248.57,-7.75,37.3,7.14
2024,1,30,13,134.9,133.34,100.54,-7.79,39.14,7.88
2024,1,30,14,238.15,0.0,216.25,-7.99,41.29,8.31
2024,1,30,15,123.45,0.0,121.37,-8.47,43.99,7.84
2024,1,30,16,44.33,28.86,42.37,-9.36,48.25,6.61
2024,1,30,17,0.0,0.0,0.0,-10.09,53.65,5.46
2024,1,30,18,0.0,0.0,0.0,-10.66,59.14,4.57
2024,1,30,19,0.0,0.0,0.0,-11.28,64.54,3.7
2024,1,30,20,0.0,0.0,0.0,-11.94,68.94,3.43
2024,1,30,21,0.0,0.0,0.0,-12.03,68.64,3.54
2024,1,30,22,0.0,0.0,0.0,-12.36,70.67,3.18
2024,1,30,23,0.0,0.0,0.0,-12.63,71.91,3.05
2024,1,31,0,0.0,0.0,0.0,-12.72,70.61,3.85
2024,1,31,1,0.0,0.0,0.0,-12.45,68.41,4.38
2024,1,31,2,0.0,0.0,0.0,-12.61,71.15,3.58
2024,1,31,3,0.0,0.0,0.0,-12.73,75.99,2.75
2024,1,31,4,0.0,0.0,0.0,-12.94,79.31,2.45
2024,1,31,5,0.0,0.0,0.0,-13.12,80.64,2.42
2024,1,31,6,0.0,0.0,0.0,-13.16,80.95,2.48
2024,1,31,7,51.1,19.67,48.75,-12.08,74.7,3.49
2024,1,31,8,134.2,0.0,134.77,-10.58,61.92,6.12
2024,1,31,9,215.12,28.35,174.96,-9.33,50.39,8.96
2024,1,31,10,220.88,214.52,160.82,-8.36,43.17,10.61
2024,1,31,11,316.88,25.88,238.26,-7.78,39.24,11.27
2024,1,31,12,158.48,348.01,86.56,-7.82,39.04,11.47
2024,1,31,13,195.68,19.15,161.03,-8.32,41.06,10.93
2024,1,31,14,169.9,201.79,128.98,-9.32,45.46,9.48
2024,1,31,15,102.65,0.0,96.53,-10.4,51.47,7.55
2024,1,31,16,55.75,0.0,53.24,-11.24,57.06,6.43
2024,1,31,17,0.0,0.0,0.0,-11.78,61.58,6.06
2024,1,31,18,0.0,0.0,0.0,-12.11,65.17,5.51
2024,1,31,19,0.0,0.0,0.0,-12.42,69.24,4.91
2024,1,31,20,0.0,0.0,0.0,-12.6,72.17,5.21
2024,1,31,21,0.0,0.0,0.0,-12.85,72.93,5.46
2024,1,31,22,0.0,0.0,0.0,-13.37,72.16,5.69
2024,1,31,23,0.0,0.0,0.0,-14.01,73.94,5.12
2024,2,1,0,0.0,0.0,0.0,-14.27,76.73,4.55
2024,2,1,1,0.0,0.0,0.0,-14.49,79.32,4.2
2024,2,1,2,0.0,0.0,0.0,-14.63,80.28,3.82
2024,2,1,3,0.0,0.0,0.0,-14.46,81.61,3.7
2024,2,1,4,0.0,0.0,0.0,-14.37,83.53,3.67
2024,2,1,5,0.0,0.0,0.0,-14.21,84.88,2.95
2024,2,1,6,0.0,0.0,0.0,-13.94,86.8,2.2
2024,2,1,7,38.5,0.0,36.87,-13.71,87.99,2.4
2024,2,1,8,133.07,0.0,132.29,-12.72,84.52,3.12
2024,2,1,9,202.62,0.38,184.81,-11.52,73.43,4.81
2024,2,1,10,217.3,3.74,190.55,-11.33,69.78,5.77
2024,2,1,11,190.85,30.89,153.56,-11.31,68.42,7.09
2024,2,1,12,204.48,36.12,158.98,-11.7,67.9,7.92
2024,2,1,13,153.52,5.45,123.33,-12.11,69.93,7.27
2024,2,1,14,212.1,0.0,195.84,-12.09,76.93,5.76
2024,2,1,15,69.25,11.03,66.87,-11.95,82.26,5.85
2024,2,1,16,61.53,29.56,59.36,-12.49,85.1,5.05
2024,2,1,17,0.0,0.0,0.0,-13.45,87.61,3.91
2024,2,1,18,0.0,0.0,0.0,-14.17,88.56,3.72
2024,2,1,19,0.0,0.0,0.0,-14.87,87.99,3.74
2024,2,1,20,0.0,0.0,0.0,-15.53,87.75,3.6
2024,2,1,21,0.0,0.0,0.0,-16.09,86.34,4.03
2024,2,1,22,0.0,0.0,0.0,-17.05,85.73,3.91
2024,2,1,23,0.0,0.0,0.0,-18.1,85.74,3.82
2024,2,2,0,0.0,0.0,0.0,-18.93,83.92,3.98
2024,2,2,1,0.0,0.0,0.0,-20.0,83.16,4.05
2024,2,2,2,0.0,0.0,0.0,-21.29,81.07,4.1
2024,2,2,3,0.0,0.0,0.0,-22.4,77.96,3.87
2024,2,2,4,0.0,0.0,0.0,-23.15,74.25,3.51
2024,2,2,5,0.0,0.0,0.0,-23.89,72.1,3.55
2024,2,2,6,0.0,0.0,0.0,-24.18,68.89,3.1
2024,2,2,7,101.55,481.06,43.55,-23.69,65.68,2.47
2024,2,2,8,306.23,676.82,113.27,-21.56,69.04,2.03
2024,2,2,9,489.15,923.26,111.23,-18.37,60.11,2.99
2024,2,2,10,641.88,925.17,199.2,-16.51,56.95,4.09
2024,2,2,11,680.58,849.23,209.15,-15.19,54.93,5.0
2024,2,2,12,594.38,384.33,299.38,-14.31,52.73,5.8
2024,2,2,13,597.95,354.75,377.97,-13.82,50.4,6.29
2024,2,2,14,402.6,215.67,288.78,-13.85,49.52,6.15
2024,2,2,15,286.95,425.6,178.84,-14.51,53.15,5.09
2024,2,2,16,85.07,250.22,53.27,-17.1,64.22,3.48
2024,2,2,17,0.0,0.0,0.0,-19.84,55.87,3.21
2024,2,2,18,0.0,0.0,0.0,-20.1,51.89,2.57
2024,2,2,19,0.0,0.0,0.0,-20.24,50.8,2.11
2024,2,2,20,0.0,0.0,0.0,-20.71,51.26,1.83
2024,2,2,21,0.0,0.0,0.0,-21.31,52.28,1.72
2024,2,2,22,0.0,0.0,0.0,-21.98,53.6,1.78
2024,2,2,23,0.0,0.0,0.0,-22.31,55.35,1.68
2024,2,3,0,0.0,0.0,0.0,-22.29,55.23,1.63
2024,2,3,1,0.0,0.0,0.0,-21.82,54.9,1.49
2024,2,3,2,0.0,0.0,0.0,-21.21,56.81,1.44
2024,2,3,3,0.0,0.0,0.0,-20.34,58.78,1.32
2024,2,3,4,0.0,0.0,0.0,-19.99,64.08,1.36
2024,2,3,5,0.0,0.0,0.0,-20.38,67.44,1.66
2024,2,3,6,0.0,0.0,0.0,-21.1,72.28,2.11
2024,2,3,7,53.83,0.0,51.55,-20.28,74.25,2.1
2024,2,3,8,132.9,0.0,132.14,-17.66,78.93,1.85
2024,2,3,9,330.67,243.16,228.01,-14.42,73.93,2.71
2024,2,3,10,279.23,39.03,240.16,-12.1,74.53,3.44
2024,2,3,11,293.6,57.85,231.12,-10.39,72.02,4.35
2024,2,3,12,243.1,88.93,173.73,-9.31,72.43,5.48
2024,2,3,13,304.67,240.86,207.29,-8.37,73.11,6.4
2024,2,3,14,227.23,44.34,187.17,-8.01,73.5,6.88
2024,2,3,15,141.0,84.4,115.07,-8.56,75.26,7.01
2024,2,3,16,77.7,121.39,62.35,-10.27,79.15,5.46
2024,2,3,17,0.0,0.0,0.0,-14.02,81.77,4.3
2024,2,3,18,0.0,0.0,0.0,-16.75,79.5,4.12
2024,2,3,19,0.0,0.0,0.0,-18.27,78.77,3.86
2024,2,3,20,0.0,0.0,0.0,-19.14,82.27,3.57
2024,2,3,21,0.0,0.0,0.0,-19.27,87.5,3.06
2024,2,3,22,0.0,0.0,0.0,-20.01,95.69,2.99
2024,2,3,23,0.0,0.0,0.0,-20.69,100.0,3.11
2024,2,4,0,0.0,0.0,0.0,-21.18,99.82,3.71
2024,2,4,1,0.0,0.0,0.0,-20.58,92.19,4.37
2024,2,4,2,0.0,0.0,0.0,-18.34,85.05,3.59
2024,2,4,3,0.0,0.0,0.0,-17.24,82.82,3.66
2024,2,4,4,0.0,0.0,0.0,-16.07,81.01,3.39
2024,2,4,5,0.0,0.0,0.0,-15.61,79.41,3.39
2024,2,4,6,0.0,0.0,0.0,-15.39,78.41,3.33
2024,2,4,7,38.62,17.28,36.65,-14.74,77.69,3.36
2024,2,4,8,124.07,0.0,123.36,-11.64,75.1,4.12
2024,2,4,9,215.6,22.65,192.95,-10.01,67.41,7.24
2024,2,4,10,116.78,16.69,99.04,-10.05,67.64,8.42
2024,2,4,11,89.82,158.39,54.24,-10.13,67.71,9.05
2024,2,4,12,160.68,1.2,136.86,-10.38,67.34,9.52
2024,2,4,13,172.77,3.12,141.29,-11.01,67.33,9.6
2024,2,4,14,143.12,0.0,122.33,-11.92,67.62,8.71
2024,2,4,15,159.68,24.17,151.03,-12.77,68.49,6.73
2024,2,4,16,78.88,46.43,75.81,-13.7,77.05,3.84
2024,2,4,17,0.0,0.0,0.0,-15.21,81.72,2.62
2024,2,4,18,0.0,0.0,0.0,-16.24,78.05,2.57
2024,2,4,19,0.0,0.0,0.0,-16.47,75.28,2.14
2024,2,4,20,0.0,0.0,0.0,-16.63,77.72,1.77
2024,2,4,21,0.0,0.0,0.0,-16.84,81.87,1.45
2024,2,4,22,0.0,0.0,0.0,-17.34,87.1,1.62
2024,2,4,23,0.0,0.0,0.0,-17.41,90.4,1.53
2024,2,5,0,0.0,0.0,0.0,-17.43,91.95,1.39
2024,2,5,1,0.0,0.0,0.0,-17.56,93.79,1.57
2024,2,5,2,0.0,0.0,0.0,-17.81,95.3,1.63
2024,2,5,3,0.0,0.0,0.0,-18.19,94.27,1.68
2024,2,5,4,0.0,0.0,0.0,-18.61,92.65,1.67
2024,2,5,5,0.0,0.0,0.0,-19.33,91.72,1.8
2024,2,5,6,0.0,0.0,0.0,-20.09,90.58,1.83
2024,2,5,7,87.22,246.73,51.3,-20.29,87.8,1.81
2024,2,5,8,280.92,598.02,123.34,-18.88,85.67,1.7
2024,2,5,9,368.88,320.11,207.18,-15.62,72.02,3.01
2024,2,5,10,535.78,457.85,270.31,-14.23,63.89,3.87
2024,2,5,11,607.85,592.88,322.07,-13.39,61.56,4.1
2024,2,5,12,606.3,552.0,328.91,-12.91,60.27,4.28
2024,2,5,13,445.0,263.81,318.08,-12.88,59.59,4.35
2024,2,5,14,321.27,80.45,255.61,-13.21,59.02,4.07
2024,2,5,15,242.77,230.63,156.92,-13.81,59.33,3.44
2024,2,5,16,85.38,135.01,72.31,-15.33,73.46,1.92
2024,2,5,17,0.0,0.0,0.0,-16.97,60.69,1.48
2024,2,5,18,0.0,0.0,0.0,-17.98,59.37,1.28
2024,2,5,19,0.0,0.0,0.0,-19.04,64.05,1.34
2024,2,5,20,0.0,0.0,0.0,-20.1,69.09,1.51
2024,2,5,21,0.0,0.0,0.0,-21.03,74.58,1.66
2024,2,5,22,0.0,0.0,0.0,-21.93,79.22,1.81
2024,2,5,23,0.0,0.0,0.0,-22.98,85.37,1.95
2024,2,6,0,0.0,0.0,0.0,-24.2,93.56,2.09
2024,2,6,1,0.0,0.0,0.0,-25.77,100.0,2.25
2024,2,6,2,0.0,0.0,0.0,-27.55,100.0,2.37
2024,2,6,3,0.0,0.0,0.0,-29.62,100.0,2.56
2024,2,6,4,0.0,0.0,0.0,-31.76,100.0,2.79
2024,2,6,5,0.0,0.0,0.0,-33.73,100.0,2.98
2024,2,6,6,0.0,0.0,0.0,-35.34,100.0,3.1
2024,2,6,7,129.23,583.64,34.04,-35.59,100.0,3.08
2024,2,6,8,348.23,951.64,63.74,-32.09,94.45,3.21
2024,2,6,9,526.88,925.89,105.59,-27.74,94.98,3.4
2024,2,6,10,585.38,556.29,239.64,-23.1,94.95,2.75
2024,2,6,11,718.22,742.42,257.87,-18.93,81.26,2.38
2024,2,6,12,646.25,708.89,267.31,-15.73,61.92,3.76
2024,2,6,13,532.08,262.6,329.2,-15.04,59.19,4.25
2024,2,6,14,332.73,174.1,231.04,-14.99,57.23,4.08
2024,2,6,15,248.05,289.96,153.98,-15.29,55.39,3.42
2024,2,6,16,85.75,218.94,53.93,-16.8,69.08,1.84
2024,2,6,17,5.72,77.51,4.94,-18.24,52.53,1.56
2024,2,6,18,0.0,0.0,0.0,-18.8,49.83,1.31
2024,2,6,19,0.0,0.0,0.0,-19.43,50.38,1.21
2024,2,6,20,0.0,0.0,0.0,-20.58,53.41,1.37
2024,2,6,21,0.0,0.0,0.0,-22.25,59.45,1.68
2024,2,6,22,0.0,0.0,0.0,-23.97,67.76,1.91
2024,2,6,23,0.0,0.0,0.0,-25.64,76.87,2.09
2024,2,7,0,0.0,0.0,0.0,-27.3,89.01,2.24
2024,2,7,1,0.0,0.0,0.0,-28.91,100.0,2.35
2024,2,7,2,0.0,0.0,0.0,-30.46,100.0,2.35
2024,2,7,3,0.0,0.0,0.0,-32.13,100.0,2.4
2024,2,7,4,0.0,0.0,0.0,-33.98,100.0,2.53
2024,2,7,5,0.0,0.0,0.0,-35.83,100.0,2.71
2024,2,7,6,0.0,0.0,0.0,-37.43,100.0,2.93
2024,2,7,7,140.7,677.23,31.34,-37.45,100.0,3.0
2024,2,7,8,365.88,982.54,44.89,-33.47,95.49,2.77
2024,2,7,9,531.12,929.1,126.94,-28.2,91.61,2.91
2024,2,7,10,665.0,1034.4,239.27,-23.3,93.29,2.4
2024,2,7,11,555.9,325.99,352.97,-18.07,69.04,3.42
2024,2,7,12,589.42,405.87,349.27,-15.71,60.72,4.7
2024,2,7,13,518.05,205.86,343.65,-15.09,59.01,5.26
2024,2,7,14,332.33,48.88,281.61,-15.19,58.43,5.13
2024,2,7,15,200.0,28.61,179.33,-15.63,57.31,4.44
2024,2,7,16,88.05,4.12,87.86,-16.67,71.07,2.5
2024,2,7,17,4.85,53.7,5.95,-18.59,63.14,1.65
2024,2,7,18,0.0,0.0,0.0,-19.72,57.21,1.35
2024,2,7,19,0.0,0.0,0.0,-20.85,59.91,1.04
2024,2,7,20,0.0,0.0,0.0,-22.09,65.4,0.88
2024,2,7,21,0.0,0.0,0.0,-23.21,70.54,0.74
2024,2,7,22,0.0,0.0,0.0,-24.15,77.43,0.6
2024,2,7,23,0.0,0.0,0.0,-25.13,85.39,0.49
2024,2,8,0,0.0,0.0,0.0,-26.41,95.44,0.68
2024,2,8,1,0.0,0.0,0.0,-27.6,100.0,0.93
2024,2,8,2,0.0,0.0,0.0,-28.57,100.0,1.2
2024,2,8,3,0.0,0.0,0.0,-29.5,100.0,1.62
2024,2,8,4,0.0,0.0,0.0,-30.89,100.0,2.07
2024,2,8,5,0.0,0.0,0.0,-32.72,100.0,2.4
2024,2,8,6,0.0,0.0,0.0,-34.89,100.0,2.63
2024,2,8,7,153.32,688.52,21.81,-36.05,100.0,2.75
2024,2,8,8,376.6,985.96,38.44,-32.59,97.59,3.04
2024,2,8,9,505.52,757.97,187.74,-28.1,99.85,3.12
2024,2,8,10,693.08,940.65,144.25,-23.37,100.0,2.55
2024,2,8,11,747.0,1127.87,85.53,-19.6,96.61,1.97
2024,2,8,12,682.4,718.35,264.71,-16.19,76.32,1.51
2024,2,8,13,666.53,693.78,282.65,-14.02,67.09,1.35
2024,2,8,14,522.88,630.12,235.38,-12.69,58.48,1.55
2024,2,8,15,356.58,739.56,122.98,-12.02,50.7,1.66
2024,2,8,16,105.45,259.77,61.99,-13.66,62.84,1.34
2024,2,8,17,8.4,95.73,5.2,-15.94,49.64,1.35
2024,2,8,18,0.0,0.0,0.0,-18.03,54.38,1.08
2024,2,8,19,0.0,0.0,0.0,-19.79,60.74,0.87
2024,2,8,20,0.0,0.0,0.0,-21.21,67.61,1.23
2024,2,8,21,0.0,0.0,0.0,-22.59,72.64,1.66
2024,2,8,22,0.0,0.0,0.0,-23.98,75.22,1.93
2024,2,8,23,0.0,0.0,0.0,-25.41,78.94,2.15
2024,2,9,0,0.0,0.0,0.0,-26.75,81.45,2.33
2024,2,9,1,0.0,0.0,0.0,-27.95,83.98,2.45
2024,2,9,2,0.0,0.0,0.0,-29.16,86.01,2.58
2024,2,9,3,0.0,0.0,0.0,-30.31,89.24,2.7
2024,2,9,4,0.0,0.0,0.0,-31.33,93.65,2.79
2024,2,9,5,0.0,0.0,0.0,-32.27,97.19,2.88
2024,2,9,6,0.0,0.0,0.0,-33.11,100.0,2.97
2024,2,9,7,158.68,699.91,21.87,-32.84,96.72,3.0
2024,2,9,8,379.15,989.38,41.22,-29.33,85.42,2.65
2024,2,9,9,562.17,1019.36,87.0,-23.51,79.5,3.26
2024,2,9,10,686.9,987.93,168.74,-19.22,92.13,2.54
2024,2,9,11,772.9,968.19,155.85,-14.21,74.0,2.1
2024,2,9,12,728.47,707.38,272.78,-9.96,49.31,2.49
2024,2,9,13,679.78,811.24,215.28,-9.0,48.24,2.87
2024,2,9,14,537.38,613.56,225.65,-9.07,48.87,3.03
2024,2,9,15,363.05,774.91,113.63,-9.67,53.63,2.6
2024,2,9,16,177.48,758.25,27.66,-11.75,65.84,1.48
2024,2,9,17,8.82,99.84,6.03,-13.97,50.12,1.13
2024,2,9,18,0.0,0.0,0.0,-15.55,53.24,0.7
2024,2,9,19,0.0,0.0,0.0,-17.67,61.3,0.94
2024,2,9,20,0.0,0.0,0.0,-19.46,70.95,1.41
2024,2,9,21,0.0,0.0,0.0,-20.88,80.36,1.73
2024,2,9,22,0.0,0.0,0.0,-22.27,90.86,1.93
2024,2,9,23,0.0,0.0,0.0,-23.66,100.0,2.07
2024,2,10,0,0.0,0.0,0.0,-25.07,100.0,2.21
2024,2,10,1,0.0,0.0,0.0,-26.67,100.0,2.41
2024,2,10,2,0.0,0.0,0.0,-28.37,100.0,2.61
2024,2,10,3,0.0,0.0,0.0,-30.03,100.0,2.79
2024,2,10,4,0.0,0.0,0.0,-31.46,100.0,2.94
2024,2,10,5,0.0,0.0,0.0,-32.6,100.0,3.06
2024,2,10,6,0.0,0.0,0.0,-33.42,96.15,3.13
2024,2,10,7,160.95,711.36,22.54,-32.67,82.26,3.02
2024,2,10,8,380.48,992.82,38.04,-28.36,77.65,2.9
2024,2,10,9,526.17,711.89,221.95,-23.85,78.6,2.91
2024,2,10,10,689.8,1067.56,101.73,-19.34,91.06,1.97
2024,2,10,11,769.88,945.77,161.82,-15.57,82.49,0.61
2024,2,10,12,742.22,750.51,248.57,-11.17,55.59,1.29
2024,2,10,13,662.78,547.32,334.94,-10.24,52.24,1.84
2024,2,10,14,539.72,678.16,223.69,-10.13,49.88,1.8
2024,2,10,15,364.98,768.81,124.25,-10.47,48.0,1.64
2024,2,10,16,182.05,766.72,29.25,-12.1,59.48,1.17
2024,2,10,17,9.57,106.95,6.74,-14.42,48.65,1.16
2024,2,10,18,0.0,0.0,0.0,-16.44,51.51,1.02
2024,2,10,19,0.0,0.0,0.0,-18.08,57.07,0.83
2024,2,10,20,0.0,0.0,0.0,-19.33,62.56,0.78
2024,2,10,21,0.0,0.0,0.0,-20.75,69.76,1.09
2024,2,10,22,0.0,0.0,0.0,-22.0,76.53,1.46
2024,2,10,23,0.0,0.0,0.0,-23.32,84.54,1.74
2024,2,11,0,0.0,0.0,0.0,-24.63,91.93,1.95
2024,2,11,1,0.0,0.0,0.0,-25.84,100.0,2.1
2024,2,11,2,0.0,0.0,0.0,-26.93,100.0,2.21
2024,2,11,3,0.0,0.0,0.0,-27.87,100.0,2.29
2024,2,11,4,0.0,0.0,0.0,-28.62,100.0,2.32
2024,2,11,5,0.0,0.0,0.0,-29.29,100.0,2.32
2024,2,11,6,0.0,0.0,0.0,-29.91,100.0,2.34
2024,2,11,7,155.02,711.35,32.51,-29.59,100.0,2.34
2024,2,11,8,384.67,996.27,43.54,-26.81,96.67,2.24
2024,2,11,9,572.58,991.98,90.76,-21.86,90.9,2.68
2024,2,11,10,653.83,867.63,192.92,-17.56,90.66,2.01
2024,2,11,11,787.78,974.69,196.67,-13.04,67.28,0.94
2024,2,11,12,772.17,934.25,186.18,-10.38,58.53,1.56
2024,2,11,13,657.7,441.47,364.61,-9.69,57.83,1.97
2024,2,11,14,541.42,597.23,249.08,-9.58,56.55,2.23
2024,2,11,15,356.1,614.49,152.68,-10.03,56.68,2.3
2024,2,11,16,171.05,670.12,47.68,-11.84,69.21,1.34
2024,2,11,17,9.75,71.37,8.87,-14.09,58.74,1.04
2024,2,11,18,0.0,0.0,0.0,-16.08,63.71,0.47
2024,2,11,19,0.0,0.0,0.0,-17.78,71.78,0.43
2024,2,11,20,0.0,0.0,0.0,-19.28,79.37,0.98
2024,2,11,21,0.0,0.0,0.0,-20.45,85.94,1.37
2024,2,11,22,0.0,0.0,0.0,-21.69,92.57,1.68
2024,2,11,23,0.0,0.0,0.0,-23.03,100.0,1.95
2024,2,12,0,0.0,0.0,0.0,-24.28,100.0,2.12
2024,2,12,1,0.0,0.0,0.0,-25.3,100.0,2.17
2024,2,12,2,0.0,0.0,0.0,-26.25,100.0,2.13
2024,2,12,3,0.0,0.0,0.0,-27.42,100.0,2.18
2024,2,12,4,0.0,0.0,0.0,-28.91,100.0,2.43
2024,2,12,5,0.0,0.0,0.0,-30.27,100.0,2.69
2024,2,12,6,0.0,0.0,0.0,-31.22,100.0,2.83
2024,2,12,7,165.65,734.42,30.95,-30.76,100.0,2.88
2024,2,12,8,366.08,839.14,104.76,-26.8,89.4,2.99
2024,2,12,9,534.53,579.81,272.03,-22.22,87.29,2.98
2024,2,12,10,696.15,989.09,174.11,-17.68,90.14,2.08
2024,2,12,11,744.55,815.39,348.92,-13.28,73.54,1.22
2024,2,12,12,619.5,154.13,458.6,-9.62,54.62,2.08
2024,2,12,13,529.55,226.77,358.27,-8.86,53.61,2.53
2024,2,12,14,403.9,52.92,345.98,-8.77,53.15,2.87
2024,2,12,15,266.33,27.42,216.09,-9.22,53.59,2.63
2024,2,12,16,87.0,50.61,86.28,-10.76,73.03,1.79
2024,2,12,17,6.57,0.0,7.96,-12.17,57.92,1.49
2024,2,12,18,0.0,0.0,0.0,-12.97,54.76,1.2
2024,2,12,19,0.0,0.0,0.0,-13.17,54.34,0.63
2024,2,12,20,0.0,0.0,0.0,-13.87,56.91,0.67
2024,2,12,21,0.0,0.0,0.0,-14.63,60.46,0.76
2024,2,12,22,0.0,0.0,0.0,-15.24,63.94,0.94
2024,2,12,23,0.0,0.0,0.0,-15.89,68.5,1.18
2024,2,13,0,0.0,0.0,0.0,-16.47,72.94,1.29
2024,2,13,1,0.0,0.0,0.0,-16.99,78.58,1.38
2024,2,13,2,0.0,0.0,0.0,-17.29,82.9,1.34
